Date,Time,Currency,News,Impact,Forecast,Previous
2019-12-12,5:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%
2019-12-12,5:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%
2019-12-12,7:30,USD,PPI (m/m),high,0.20%,0.40%
2019-12-12,7:30,EUR,ECB's Lagarde speaks in Frankfurt,high,Unknown,Unknown
2019-12-13,7:30,USD,Retail Sales (m/m),high,0.50%,0.4%*
2019-12-13,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.3%*
2019-12-16,10:00,GBP,"BoE publishes Financial Stability Report, Stress Tests",high,Unknown,Unknown
2019-12-18,2:30,EUR,ECB's Lagarde Speaks in Frankfurt,high,Unknown,Unknown
2019-12-18,3:00,EUR,German IFO Business Climate,high,95.5,95
2019-12-18,3:00,EUR,German IFO Current Conditions,high,98.1,97.9
2019-12-18,3:00,EUR,German IFO Expectations,high,93,92.1
2019-12-18,3:30,GBP,CPI (m/m),high,1.50%,-0.20%
2019-12-18,3:30,GBP,CPI (y/y),high,1.50%,1.50%
2019-12-19,All Day,GBP,Official Bank Rate,high,0.75%,0.75%
2019-12-19,All Day,GBP,Asset Purchase Facility,high,4.5B,435.0B
2019-12-19,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%
2019-12-19,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%
2019-12-19,3:30,GBP,Core Retail Sales (m/m),high,0.40%,-0.30%
2019-12-19,3:30,GBP,Core Retail Sales (y/y),high,2.10%,2.70%
2019-12-19,3:30,GBP,Retail Sales (m/m),high,0.50%,-0.10%
2019-12-19,3:30,GBP,Retail Sales (y/y),high,2.60%,3.10%
2019-12-19,17:30,JPY,Natl CPI (y/y),high,0.50%,0.20%
2019-12-20,3:30,GBP,GDP (q/q),high,0.30%,0.30%
2019-12-20,9:00,USD,UoM Consumer Sentiment Index,high,99.2,99.2
2020-12-31,9:00,USD,Consumer Confidence,high,128,126.8*
2020-01-03,9:00,USD,ISM Manufacturing,high,49,48.1
2020-01-03,13:00,USD,FOMC minutes from December 11,high,Unknown,Unknown
2020-01-07,9:00,USD,ISM Non-Manufacturing,high,54.5,53.9
2020-01-08,7:15,USD,ADP National Employment Report,high,160.0k,124.0k*
2020-01-09,3:30,GBP,BoE's Carney Speaks in London,high,Unknown,Unknown
2020-01-10,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.3%*
2020-01-10,7:30,USD,Nonfarm Payrolls,high,160.0k,256.0k*
2020-01-10,7:30,USD,Private Payrolls,high,153.0k,243.0k*
2020-01-10,7:30,USD,Unemployment Rate,high,3.50%,3.50%
2020-01-13,3:30,GBP,GDP (m/m),high,0.00%,0.00%
2020-01-13,3:30,GBP,Manufacturing Production (m/m),high,-0.10%,0.20%
2020-01-13,3:30,GBP,Manufacturing Production (y/y),high,-1.60%,-1.20%
2020-01-14,7:30,USD,CPI (m/m),high,0.30%,0.30%
2020-01-14,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2020-01-15,3:30,GBP,CPI (m/m),high,0.20%,0.20%
2020-01-15,3:30,GBP,CPI (y/y),high,1.50%,1.50%
2020-01-15,7:30,USD,PPI (m/m),high,0.20%,0.00%
2020-01-15,17:50,JPY,Core Machine orders (y/y),high,-5.30%,-6.10%
2020-01-16,7:30,USD,Retail Sales (m/m),high,0.30%,0.3%*
2020-01-16,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.10%
2020-01-16,12:00,EUR,ECB's Lagarde Speaks in Frankfurt,high,Unknown,Unknown
2020-01-17,3:30,GBP,Core Retail Sales (m/m),high,0.80%,-0.8%*
2020-01-17,3:30,GBP,Core Retail Sales (y/y),high,3.00%,0.6%*
2020-01-17,3:30,GBP,Retail Sales (m/m),high,0.60%,-0.8%*
2020-01-17,3:30,GBP,Retail Sales (y/y),high,2.70%,0.8%*
2020-01-17,9:00,USD,UoM Consumer Sentiment Index,high,99.3,99.3
2020-01-20,21:01,JPY,BoJ 10y Yield Target,high,0.00%,0.00%
2020-01-20,21:01,JPY,BoJ Policy Rate Balance,high,-0.10%,-0.10%
2020-01-21,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,11.2
2020-01-23,6:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%
2020-01-23,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%
2020-01-23,7:30,EUR,ECB's Lagarde Speaks in Frankfurt,high,Unknown,Unknown
2020-01-23,17:30,JPY,Natl CPI (y/y),high,0.70%,0.50%
2020-01-23,17:50,JPY,BoJ Minutes from December,high,Unknown,Unknown
2020-01-27,3:00,EUR,German IFO Business Climate,high,97,96.3
2020-01-27,3:00,EUR,German IFO Current Conditions,high,99,98.8
2020-01-27,3:00,EUR,German IFO Expectations,high,94.5,93.8
2020-01-28,9:00,USD,Consumer Confidence,high,128,128.2*
2020-01-29,13:00,USD,Federal Funds Rate,high,1.75%,1.75%
2020-01-30,6:00,GBP,Official Bank Rate,high,0.75%,0.75%
2020-01-30,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
2020-01-30,6:30,GBP,BoE's Carney Speaks in London,high,Unknown,Unknown
2020-01-31,9:00,USD,UoM Consumer Sentiment Index,high,99,99.1
2020-02-03,9:00,USD,ISM Manufacturing,high,48.5,47.8*
2020-02-05,7:15,USD,ADP National Employment Report,high,158.0k,199.0k*
2020-02-05,9:00,USD,ISM Non-Manufacturing,high,55.1,55
2020-02-07,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.10%
2020-02-07,7:30,USD,Nonfarm Payrolls,high,165.0k,147.0k*
2020-02-07,7:30,USD,Private Payrolls,high,155.0k,142.0k*
2020-02-07,7:30,USD,Unemployment Rate,high,3.50%,3.50%
2020-02-11,3:30,GBP,GDP (q/q),high,0.00%,0.40%
2020-02-11,3:30,GBP,GDP (m/m),high,0.20%,-0.30%
2020-02-11,3:30,GBP,Manufacturing Production (m/m),high,0.50%,-1.70%
2020-02-11,3:30,GBP,Manufacturing Production (y/y),high,-1.00%,-2.00%
2020-02-11,9:00,USD,Fed's Powell testifies to House on monetary policy,high,Unknown,Unknown
2020-02-13,7:30,USD,CPI (m/m),high,0.20%,0.20%
2020-02-13,7:30,USD,Core CPI (m/m),high,0.20%,0.10%
2020-02-14,1:00,EUR,German GDP (wda) (y/y),high,0.30%,0.6%*
2020-02-14,7:30,USD,Retail Sales (m/m),high,0.30%,0.2%*
2020-02-14,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.6%*
2020-02-14,9:00,USD,UoM Consumer Sentiment Index,high,99.4,99.8*
2020-02-18,4:00,EUR,ZEW (Economic Sentiment),high,Unknown,25.6
2020-02-18,17:50,JPY,Core Machine orders (y/y),high,-2.00%,5.30%
2020-02-19,3:30,GBP,CPI (m/m),high,-0.40%,0.00%
2020-02-19,3:30,GBP,CPI (y/y),high,1.60%,1.30%
2020-02-19,7:30,USD,PPI (m/m),high,0.10%,0.2%*
2020-02-19,13:00,USD,FOMC minutes from January 29,high,Unknown,Unknown
2020-02-20,3:30,GBP,Core Retail Sales (m/m),high,0.80%,-0.80%
2020-02-20,3:30,GBP,Core Retail Sales (y/y),high,0.40%,0.70%
2020-02-20,3:30,GBP,Retail Sales (m/m),high,0.60%,-0.60%
2020-02-20,3:30,GBP,Retail Sales (y/y),high,0.60%,0.90%
2020-02-20,17:30,JPY,Natl CPI (y/y),high,0.60%,0.80%
2020-02-21,3:30,GBP,CIPS / Markit Manufacturing PMI,high,49.7,50
2020-02-21,3:30,GBP,CIPS/Markit Composite PMI,high,52.8,53.3
2020-02-24,3:00,EUR,German IFO Business Climate,high,95.1,95.9
2020-02-24,3:00,EUR,German IFO Current Conditions,high,95.5,99.1
2020-02-24,3:00,EUR,German IFO Expectations,high,91.6,92.9
2020-02-25,9:00,USD,Consumer Confidence,high,132,130.4*
2020-02-28,9:00,USD,UoM Consumer Sentiment Index,high,100.7,100.9
2020-03-02,9:00,USD,ISM Manufacturing,high,49.5,50.9
2020-03-03,9:00,USD,Federal Funds Rate,high,Unknown,1.75%
2020-03-04,7:15,USD,ADP National Employment Report,high,170.0k,209.0k*
2020-03-04,9:00,USD,ISM Non-Manufacturing,high,54.9,55.5
2020-03-06,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.20%
2020-03-06,7:30,USD,Nonfarm Payrolls,high,175.0k,273.0k*
2020-03-06,7:30,USD,Private Payrolls,high,160.0k,222.0k*
2020-03-06,7:30,USD,Unemployment Rate,high,3.60%,3.60%
2020-03-11,2:01,GBP,Official Bank Rate,high,Unknown,0.75%
2020-03-11,2:02,GBP,Asset Purchase Facility,high,Unknown,435.0B
2020-03-11,4:30,GBP,GDP (m/m),high,0.20%,0.30%
2020-03-11,4:30,GBP,Manufacturing Production (m/m),high,0.20%,0.30%
2020-03-11,4:30,GBP,Manufacturing Production (y/y),high,-3.50%,-2.50%
2020-03-11,7:30,USD,CPI (m/m),high,Unknown,0.10%
2020-03-11,7:30,USD,Core CPI (m/m),high,0.20%,0.20%
2020-03-12,7:30,USD,PPI (m/m),high,-0.10%,0.50%
2020-03-12,7:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%
2020-03-12,7:45,EUR,ECB Interest Rate Decision,high,Unknown,0.00%
2020-03-13,9:00,USD,UoM Consumer Sentiment Index,high,95,101
2020-03-15,18:50,JPY,Core Machine orders (y/y),high,-1.00%,-3.50%
2020-03-16,All Day,JPY,BoJ 10y Yield Target,high,Unknown,0.00%
2020-03-16,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%
2020-03-16,13:00,USD,Federal Funds Rate,high,0.75%,1.25%
2020-03-17,5:00,EUR,ZEW (Economic Sentiment),high,Unknown,10.4
2020-03-17,7:30,USD,Retail Sales (m/m),high,0.20%,0.6%*
2020-03-17,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.20%,0.6%*
2020-03-18,18:30,JPY,Natl CPI (y/y),high,0.50%,0.70%
2020-03-19,7:00,GBP,Official Bank Rate,high,Unknown,0.25%
2020-03-25,4:00,EUR,German IFO Business Climate,high,Unknown,96.0*
2020-03-25,4:00,EUR,German IFO Current Conditions,high,Unknown,99.0*
2020-03-25,4:00,EUR,German IFO Expectations,high,Unknown,93.1*
2020-03-25,4:30,GBP,CPI (m/m),high,0.30%,-0.30%
2020-03-25,4:30,GBP,CPI (y/y),high,1.70%,1.80%
2020-03-26,4:30,GBP,Retail Sales (y/y),high,0.70%,0.80%
2020-03-26,4:30,GBP,Core Retail Sales (m/m),high,-0.20%,1.60%
2020-03-26,4:30,GBP,Core Retail Sales (y/y),high,1.10%,1.20%
2020-03-26,4:30,GBP,Retail Sales (m/m),high,0.20%,0.90%
2020-03-26,6:00,GBP,Official Bank Rate,high,0.10%,0.10%
2020-03-27,9:00,USD,UoM Consumer Sentiment Index,high,90,95.9
2020-03-31,3:30,GBP,GDP (q/q),high,Unknown,0.00%
2020-03-31,9:00,USD,Consumer Confidence,high,115,132.6*
2020-04-01,7:15,USD,ADP National Employment Report,high,Unknown,179.0k*
2020-04-01,9:00,USD,ISM Manufacturing,high,49.3,50.1
2020-04-03,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%
2020-04-03,7:30,USD,Nonfarm Payrolls,high,-100.0k,275.0k*
2020-04-03,7:30,USD,Private Payrolls,high,-117.0k,242.0k*
2020-04-03,7:30,USD,Unemployment Rate,high,3.80%,3.50%
2020-04-03,9:00,USD,ISM Non-Manufacturing,high,44,57.3
2020-04-07,18:50,JPY,Core Machine orders (y/y),high,-2.90%,-0.30%
2020-04-09,1:00,GBP,GDP (m/m),high,0.10%,0.00%
2020-04-09,1:00,GBP,Manufacturing Production (m/m),high,0.10%,0.20%
2020-04-09,1:00,GBP,Manufacturing Production (y/y),high,-4.10%,-3.60%
2020-04-09,7:30,USD,PPI (m/m),high,-0.30%,-0.10%
2020-04-09,9:00,USD,UoM Consumer Sentiment Index,high,80,89.1
2020-04-09,9:00,USD,Fed's Powell gives economic update,high,Unknown,Unknown
2020-04-10,7:30,USD,CPI (m/m),high,-0.30%,0.10%
2020-04-10,7:30,USD,Core CPI (m/m),high,0.10%,0.20%
2020-04-15,7:30,USD,Retail Sales (m/m),high,-3.00%,-0.4%*
2020-04-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,-0.80%,-0.40%
2020-04-21,5:00,EUR,ZEW (Economic Sentiment),high,Unknown,-49.5
2020-04-22,1:00,GBP,CPI (y/y),high,1.50%,1.7%*
2020-04-22,1:00,GBP,CPI (m/m),high,Unknown,0.40%
2020-04-23,18:30,JPY,Natl CPI (y/y),high,0.40%,0.40%
2020-04-24,1:00,GBP,Core Retail Sales (m/m),high,-2.00%,-0.30%
2020-04-24,1:00,GBP,Core Retail Sales (y/y),high,-3.10%,-0.50%
2020-04-24,1:00,GBP,Retail Sales (m/m),high,-3.50%,-0.50%
2020-04-24,1:00,GBP,Retail Sales (y/y),high,-4.00%,Unknown
2020-04-24,3:00,EUR,German IFO Business Climate,high,81,85.9*
2020-04-24,3:00,EUR,German IFO Current Conditions,high,84,92.9*
2020-04-24,3:00,EUR,German IFO Expectations,high,75,79.7
2020-04-24,9:00,USD,UoM Consumer Sentiment Index,high,68.1,71
2020-04-27,All Day,JPY,BoJ 10y Yield Target,high,Unknown,0.00%
2020-04-27,All Day,JPY,BoJ Policy Balance Rate,high,Unknown,-0.10%
2020-04-28,9:00,USD,Consumer Confidence,high,90,118.8*
2020-04-29,13:00,USD,Federal Funds Rate,high,0.25%,0.25%
2020-05-01,9:00,USD,ISM Manufacturing,high,39,49.1
2020-05-05,9:00,USD,ISM Non-Manufacturing,high,37.8,52.5
2020-05-06,7:15,USD,ADP National Employment Report,high,"-20,000.0k",-149.0k*
2020-05-07,6:00,GBP,Asset Purchase Facility,high,465.0B,435.0B
2020-05-07,6:00,GBP,Official Bank Rate,high,0.10%,0.10%
2020-05-08,7:30,USD,Average Hourly Earnings (m/m),high,0.40%,0.40%
2020-05-08,7:30,USD,Nonfarm Payrolls,high,"-200,000.0k",-701.0k
2020-05-08,7:30,USD,Private Payrolls,high,"-19,000.0k",-713.0k
2020-05-08,7:30,USD,Unemployment Rate,high,16.00%,4.40%
2020-05-12,7:30,USD,CPI (m/m),high,-0.80%,-0.40%
2020-05-12,7:30,USD,Core CPI (m/m),high,-0.20%,-0.10%
2020-05-13,1:00,GBP,GDP (m/m),high,-2.20%,-0.10%
2020-05-13,1:00,GBP,Manufacturing Production (y/y),high,-10.50%,-3.90%
2020-05-13,1:00,GBP,Manufacturing Production (m/m),high,-6.00%,0.50%
2020-05-13,1:00,GBP,GDP (q/q),high,-2.60%,0.00%
2020-05-13,7:30,USD,PPI (m/m),high,-0.50%,-0.20%
2020-05-13,8:00,USD,Fed's Powell to speak on economy,high,Unknown,Unknown
2020-05-15,7:30,USD,Retail Sales (m/m),high,-12.00%,-8.3%*
2020-05-15,7:30,USD,Retail Sales (ex Autos) (m/m),high,-8.50%,-4.0%*
2020-05-15,9:00,USD,UoM Consumer Sentiment Index,high,68,71.8
2020-05-19,18:50,JPY,Core Machine orders (y/y),high,-8.90%,-2.40%
2020-05-20,1:00,GBP,CPI (m/m),high,Unknown,0.00%
2020-05-20,1:00,GBP,CPI (y/y),high,0.90%,1.50%
2020-05-20,13:00,USD,FOMC minutes from April 29,high,Unknown,Unknown
2020-05-21,18:30,JPY,Natl CPI (y/y),high,0.20%,0.40%
2020-05-22,1:00,GBP,Core Retail Sales (m/m),high,-12.30%,-3.70%
2020-05-22,1:00,GBP,Core Retail Sales (y/y),high,-17.60%,-4.10%
2020-05-22,1:00,GBP,Retail Sales (y/y),high,-13.00%,-5.10%
2020-05-22,1:00,GBP,Retail Sales (m/m),high,-13.00%,-5.10%
2020-05-25,3:00,EUR,German IFO Business Climate,high,78.5,74.2*
2020-05-25,3:00,EUR,German IFO Current Conditions,high,80,79.4*
2020-05-25,3:00,EUR,German IFO Expectations,high,75,69.4
2020-05-26,9:00,USD,Consumer Confidence,high,85,85.7*
2020-05-29,9:00,USD,UoM Consumer Sentiment Index,high,74,73.7
2020-06-01,9:00,USD,ISM Manufacturing,high,43,41.5
2020-06-03,7:15,USD,ADP National Employment Report,high,"-9,000.0k","-19,557.0k*"
2020-06-03,9:00,USD,ISM Non-Manufacturing,high,44,41.8
2020-06-05,7:30,USD,Average Hourly Earnings (m/m),high,1.00%,4.70%
2020-06-05,7:30,USD,Nonfarm Payrolls,high,"-7,500.0k","-20,687.0k*"
2020-06-05,7:30,USD,Private Payrolls,high,"-6,750.0k","-19,724.0k*"
2020-06-05,7:30,USD,Unemployment Rate,high,19.50%,14.70%
2020-06-09,18:50,JPY,Core Machine orders (y/y),high,-13.20%,-0.70%
2020-06-10,7:30,USD,CPI (m/m),high,-0.10%,-0.80%
2020-06-10,7:30,USD,Core CPI (m/m),high,-0.10%,-0.40%
2020-06-10,13:00,USD,Federal Funds Rate,high,0.25%,0.25%
2020-06-11,7:30,USD,PPI (m/m),high,-0.10%,-1.30%
2020-06-12,1:00,GBP,GDP (m/m),high,-18.00%,-2.20%
2020-06-12,1:00,GBP,Manufacturing Production (m/m),high,-15.50%,-6.00%
2020-06-12,1:00,GBP,Manufacturing Production (y/y),high,-20.10%,-10.50%
2020-06-12,9:00,USD,UoM Consumer Sentiment Index,high,76,72.3
2020-06-16,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%
2020-06-16,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%
2020-06-16,1:00,GBP,Claimant Count Change,high,330.0k,"1,032.7k"
2020-06-16,7:30,USD,Retail Sales (m/m),high,8.40%,-16.40%
2020-06-16,7:30,USD,Retail Sales (ex Autos) (m/m),high,5.50%,-16.20%
2020-06-16,7:30,USD,Retail Sales MoM,high,7.50%,-14.70%
2020-06-16,10:00,USD,Fed's Powell delivers semi-annual policy report to Senate,high,Unknown,Unknown
2020-06-16,18:50,JPY,Balance of Trade,high,-880.0B,-931.9B
2020-06-17,1:00,GBP,Inflation Rate YoY,high,0.50%,0.80%
2020-06-18,6:00,GBP,Official Bank Rate,high,0.10%,0.10%
2020-06-18,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%
2020-06-24,3:00,EUR,German Ifo Business Climate,high,85.1,79.7*
2020-06-25,1:00,EUR,German GfK Consumer Confidence,high,-13,-18.6*
2020-06-25,7:30,USD,Durable Goods Orders,high,8.50%,-18.1%*
2020-06-25,7:30,USD,GDP Growth Rate QoQ Final,high,-5.00%,2.10%
2020-06-26,7:30,USD,Personal Income,high,-5.60%,10.8%*
2020-06-26,7:30,USD,Personal Spending MoM,high,9.50%,-12.6%*
2020-06-26,9:00,USD,UoM Consumer Sentiment Index,high,78.9,72.3
2020-06-29,4:00,EUR,Business Climate,high,-2,-2.43
2020-06-30,1:00,GBP,GDP Growth Rate QoQ Final,high,-2.00%,0.00%
2020-06-30,1:00,GBP,GDP Growth Rate YoY Final,high,-1.60%,1.10%
2020-06-30,9:00,USD,CB Consumer Confidence,high,90.1,85.9*
2020-06-30,18:50,JPY,Tankan Large Manufacturers Index,high,-34,-8
2020-07-01,0:00,JPY,Consumer Confidence,high,30,24
2020-07-01,7:15,USD,ADP National Employment Report,high,"3,000.0k","3,065.0k*"
2020-07-02,7:30,USD,Average Hourly Earnings MoM,high,-0.70%,-1.00%
2020-07-02,7:30,USD,Nonfarm Payrolls,high,"2,900.0k","2,699.0k*"
2020-07-02,7:30,USD,Unemployment Rate,high,12.30%,13.30%
2020-07-02,7:30,USD,Balance of Trade,high,-53.0B,-49.8B*
2020-07-02,18:01,GBP,Gfk Consumer Confidence Final,high,-32,-30.0*
2020-07-08,6:30,GBP,Supplementary Budget,high,Unknown,Unknown
2020-07-09,All Day,EUR,Eurogroup Meeting,high,Unknown,Unknown
2020-07-09,1:00,EUR,German Balance of Trade,high,21.1B,3.6B*
2020-07-10,7:30,USD,PPI MoM,high,0.30%,0.40%
2020-07-14,1:00,GBP,Manufacturing Production MoM,high,7.50%,-24.4%*
2020-07-14,1:00,GBP,Manufacturing Production YoY,high,-22.90%,-28.2%*
2020-07-14,1:00,GBP,Balance of Trade,high,-0.8B,2.3B*
2020-07-14,7:30,USD,Inflation Rate YoY,high,0.50%,0.10%
2020-07-14,7:30,USD,Core Inflation Rate YoY,high,1.20%,1.20%
2020-07-15,1:00,GBP,Inflation Rate YoY,high,0.60%,0.50%
2020-07-16,1:00,GBP,Claimant Count Change,high,210.0k,566.4k*
2020-07-16,7:30,USD,Retail Sales MoM,high,4.50%,18.2%*
2020-07-17,19:01,GBP,Gfk Consumer Confidence Flash,high,-26,-30
2020-07-19,18:50,JPY,Balance of Trade,high,-40.0B,-838.2B*
2020-07-20,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%
2020-07-23,1:00,EUR,German GfK Consumer Confidence,high,-4,-9.4*
2020-07-23,18:01,GBP,Gfk Consumer Confidence,high,-26,-30
2020-07-27,3:00,EUR,German Ifo Business Climate,high,88.5,86.3*
2020-07-27,7:30,USD,Durable Goods Orders,high,5.00%,15.1%*
2020-07-28,9:00,USD,CB Consumer Confidence,high,95,98.3*
2020-07-29,13:00,USD,Federal Funds Rate,high,0.25%,0.25%
2020-07-30,3:00,EUR,German GDP Growth Rate YoY Flash,high,-11.40%,-2.30%
2020-07-30,4:00,EUR,Business Climate,high,Unknown,Unknown
2020-07-30,7:30,USD,GDP Growth Rate QoQ Adv,high,-33.00%,-5.00%
2020-07-31,0:00,JPY,Consumer Confidence,high,26,28.4
2020-07-31,7:30,USD,Personal Spending MoM,high,5.30%,8.5%*
2020-07-31,7:30,USD,Personal Income,high,-0.30%,-4.4%*
2020-07-31,9:00,USD,UoM Consumer Sentiment Index,high,73.2,78.1
2020-08-02,18:50,JPY,GDP Growth Rate QoQ Final,high,-0.60%,-1.90%
2020-08-05,7:15,USD,ADP National Employment Report,high,"1,550.0k","4,314.0k*"
2020-08-05,7:30,USD,Balance of Trade,high,-50.7B,-54.8B*
2020-08-06,1:00,GBP,Official Bank Rate,high,0.10%,0.10%
2020-08-07,1:00,EUR,German Balance of Trade,high,1.4B,7.0B*
2020-08-07,7:30,USD,Average Hourly Earnings MoM,high,-1.00%,-1.3%*
2020-08-07,7:30,USD,Unemployment Rate,high,10.50%,11.10%
2020-08-07,7:30,USD,Nonfarm Payrolls,high,"1,620.0k","4,800.0k"
2020-08-11,1:00,GBP,Claimant Count Change,high,5.0k,-28.1k
2020-08-11,7:30,USD,PPI MoM,high,0.30%,-0.20%
2020-08-12,1:00,GBP,Manufacturing Production YoY,high,-16.70%,-23.1%*
2020-08-12,1:00,GBP,Manufacturing Production MoM,high,9.50%,8.3%*
2020-08-12,1:00,GBP,Balance of Trade,high,2.8B,7.7B*
2020-08-12,1:00,GBP,GDP Growth Rate YoY Prel,high,-23.00%,-1.70%
2020-08-12,1:00,GBP,GDP Growth Rate QoQ Prel,high,-20.40%,-2.20%
2020-08-12,7:30,USD,Core Inflation Rate YoY,high,1.00%,1.20%
2020-08-12,7:30,USD,Inflation Rate YoY,high,0.70%,0.60%
2020-08-14,7:30,USD,Retail Sales MoM,high,2.00%,8.4%*
2020-08-16,18:50,JPY,GDP Growth Rate QoQ Prel,high,-6.50%,-0.60%
2020-08-18,18:50,JPY,Balance of Trade,high,-120.0B,-269.3B*
2020-08-19,1:00,GBP,Inflation Rate YoY,high,0.70%,0.60%
2020-08-20,18:01,GBP,Gfk Consumer Confidence,high,-24,-27
2020-08-20,18:30,JPY,Inflation Rate YoY,high,0.10%,0.10%
2020-08-25,3:00,EUR,German Ifo Business Climate,high,92.5,90.4*
2020-08-25,9:00,USD,CB Consumer Confidence,high,93,91.7*
2020-08-26,7:30,USD,Durable Goods Orders,high,3.90%,7.7%*
2020-08-27,7:30,USD,GDP Growth Rate QoQ 2nd Est,high,-32.90%,-5.00%
2020-08-28,1:00,EUR,German GfK Consumer Confidence,high,2.5,-0.2*
2020-08-28,4:00,EUR,Business Climate,high,Unknown,Unknown
2020-08-28,7:30,USD,Personal Income,high,-0.40%,-1.0%*
2020-08-28,7:30,USD,Personal Spending MoM,high,1.20%,6.2%*
2020-08-28,9:00,USD,UoM Consumer Sentiment Index,high,72.8,72.5
2020-08-31,0:00,JPY,Consumer Confidence,high,29,29.5
2020-09-02,7:15,USD,ADP National Employment Report,high,"1,000.0k",212.0k*
2020-09-03,7:30,USD,Balance of Trade,high,-59.0B,-53.5B*
2020-09-04,7:30,USD,Average Hourly Earnings MoM,high,0.10%,0.1%*
2020-09-04,7:30,USD,Nonfarm Payrolls,high,"1,490.0k","1,734.0k*"
2020-09-04,7:30,USD,Unemployment Rate,high,9.90%,10.20%
2020-09-07,18:50,JPY,GDP Growth Rate QoQ Final,high,-8.00%,-0.60%
2020-09-08,1:00,EUR,German Balance of Trade,high,22.0B,15.6B
2020-09-10,7:30,USD,PPI MoM,high,0.20%,0.60%
2020-09-11,All Day,EUR,Eurogroup Meeting,high,Unknown,Unknown
2020-09-11,1:00,GBP,Balance of Trade,high,1.2B,3.9B*
2020-09-11,1:00,GBP,Manufacturing Production MoM,high,4.50%,11.00%
2020-09-11,1:00,GBP,Manufacturing Production YoY,high,-10.80%,-14.60%
2020-09-11,7:30,USD,Inflation Rate YoY,high,1.10%,1.00%
2020-09-11,7:30,USD,Core Inflation Rate YoY,high,1.50%,1.60%
2020-09-15,1:00,GBP,Claimant Count Change,high,51.0k,69.9k*
2020-09-15,18:50,JPY,Balance of Trade,high,-50.0B,10.9B*
2020-09-16,1:00,GBP,Inflation Rate YoY,high,0.10%,1.00%
2020-09-16,7:30,USD,Retail Sales MoM,high,1.00%,0.9%*
2020-09-16,13:00,USD,Federal Funds Rate,high,0.25%,0.25%
2020-09-17,6:00,GBP,Official Bank Rate,high,0.10%,0.10%
2020-09-17,18:30,JPY,Inflation Rate YoY,high,0.10%,0.30%
2020-09-23,1:00,EUR,German GfK Consumer Confidence,high,-3,-1.7*
2020-09-24,3:00,EUR,German Ifo Business Climate,high,93,92.5*
2020-09-24,6:30,GBP,Winter Economy Plan,high,Unknown,Unknown
2020-09-24,18:01,GBP,Gfk Consumer Confidence,high,-26,-27
2020-09-25,7:30,USD,Durable Goods Orders,high,2.00%,11.7%*
2020-09-29,9:00,USD,CB Consumer Confidence,high,88.5,86.3*
2020-09-30,1:00,GBP,GDP Growth Rate QoQ Final,high,-20.40%,-2.5%*
2020-09-30,1:00,GBP,GDP Growth Rate YoY Final,high,-21.70%,-2.1%*
2020-09-30,7:15,USD,ADP National Employment Report,high,610.0k,481.0k*
2020-09-30,7:30,USD,GDP Growth Rate QoQ Final,high,-33.00%,-5.00%
2020-09-30,18:50,JPY,Tankan Large Manufacturers Index,high,-26,-34
2020-10-01,7:30,USD,Personal Spending MoM,high,0.80%,1.5%*
2020-10-01,7:30,USD,Personal Income,high,-2.00%,0.5%*
2020-10-02,0:00,JPY,Consumer Confidence,high,32,29.3
2020-10-02,7:30,USD,Unemployment Rate,high,8.30%,8.40%
2020-10-02,7:30,USD,Nonfarm Payrolls,high,915.0k,"1,489.0k*"
2020-10-02,7:30,USD,Average Hourly Earnings MoM,high,0.20%,0.3%*
2020-10-02,9:00,USD,UoM Consumer Sentiment Index,high,78.9,74.1
2020-10-05,All Day,EUR,Eurogroup Video Conference,high,Unknown,Unknown
2020-10-06,7:30,USD,Balance of Trade,high,-66.5B,-63.4B*
2020-10-08,1:00,EUR,German Balance of Trade,high,17.4B,19.2B
2020-10-09,1:00,GBP,Manufacturing Production YoY,high,-6.20%,-10.1%*
2020-10-09,1:00,GBP,Manufacturing Production MoM,high,2.80%,6.9%*
2020-10-09,1:00,GBP,Balance of Trade,high,0.6B,1.7B*
